_id,saep,dateSituation,cause,dateResolution,etat
2664,Ettella /Ben Guayass ,2020-11-27,,,F
2665,Khacheb,2020-11-27,Mauvaise gestion des ressources en eau par le GDA        ,,P
2666,Dour Ismail,2020-11-27,,,F
2667,Sidi Nasser,2020-11-27,,,A
2668,Ettrifa,2020-11-27,,Projet SONEDE en cours  ,P
2669,Chikh El Wediane,2020-11-27,,,F
2670,Ouled Sidhom Ena‹mya,2020-11-27,,,F
2671,Ennouayria,2020-11-27,,,F
2672,Jreidia Abebda,2020-11-27,Endettement STEG du GDA source sidi nasser,,A
2673,Belhouane,2020-11-27,,,F
2674,El Ghouaoura,2020-11-27,,,F
2675,Oued Damous,2020-11-27,,,F
2676,Oued El Maadene,2020-11-27,,,P
2677,Errmila Fatnassa,2020-11-27,,,F
2678,Ain El Moussem,2020-11-27,,,F
2679,Ejmila El Kamara,2020-11-27,,,F
2680,Ejmil et Daoua,2020-11-27,,,F
2681,Edhirat Ettraiya,2020-11-27,,,F
2682,Jbel Eddis,2020-11-27,,,F
2683,Zaga,2020-11-27,,,F
2684,Bou Karnouna,2020-11-27,,,F
2685,Ghyadha,2020-11-27,Rabbatement du forage ,Réparé le 26/10/2020,F
2686,Tabouba,2020-11-27,,,F
2687,Ouled Ali Essendiane,2020-11-27,,,F
2688,Taberdega,2020-11-27,,,F
2689,El Mchergua,2020-11-27,,,F
2690,Tabouba Oued maadene,2020-11-27,,,F
2691,Bellif Cap Nigro,2020-11-27,,,F
2692,El Oulija,2020-11-27,réparation de conduite de refoulement ط110,en cours de réparation de 12/11/2020,F
2693,Hdhil,2020-11-27,Problèmes social avec Bou Zenna 2,AO en cours ( 2 ème avis),A
2694,Iadhy Ain Melleti,2020-11-27,,,F
2695,Ouled Marii,2020-11-27, raccordement sur l'axe Bouhertma Téboursouk,avancement à20%,A
2696,chalagoua,2020-11-27,,,F
2697,Rihana,2020-11-27,,,F
2698,Neffet Zehna Garn Kebch,2020-11-27,,,F
2699,Ain Hammem,2020-11-27,,,F
2700,Bel Ich,2020-11-27,Manque  en eau SONEDE,,P
2701,El Amra,2020-11-27,Probléme de gestion Réfus des abonnés de l'exploitation et demande de raccordement et expoitation de systéme par la sonede ,,A
2702,Zaten,2020-11-27,,,F
2703,Ladbech Lachraf,2020-11-27,,,F
2704,Ezznazfa,2020-11-27,,,F
2705,Sidi Ahmed Touati,2020-11-27,Fin des  travaux de déplacement des conduites de réfoulement entre la station de pompage mazraa ben slama et le resérvoir sidi touati et amilioration du debit du forage,,F
2707,Beni rachid,2020-11-27,,,F
2708,warifen Zguaba,2020-11-27,,,F
29,El Guedara,2020-07-07,,,F
2709,Oued El Ghirene,2020-11-27,,,F
2710,Abou El Wafa,2020-11-27,,,F
2711,Baten Ettrajma,2020-11-27,,,P
2712,El Mguitla,2020-11-27,,,F
2713,Oued Essouinia,2020-11-27,Baisse de rendement des équipements PV,déc-20,A
2714,Bou Jarboua,2020-11-27,,,F
2715,Markez Mosbeh,2020-11-27,pression faible,commission des marchés,P
2716,OM Saleh,2020-11-27,pression faible,commission des marchés,P
2717,Mhedhba_ Chnaina_ Kasr Rih,2020-11-27,pression faible,en cours des travaux,P
2718,Sidi Hssen Belhaj Hlelefa,2020-11-27,transfert à la SONEDE,,P
2719,Bousaid Hadhara,2020-11-27,,,F
2720,Sbih,2020-11-27,manque de ressources + dettes,après réechelonnement des dettes,P
2721,Naouel (3GDA),2020-11-27,dettes SONEDE,après réechelonnement des dettes,A
2722,Intlaka Aouled Amor,2020-11-27,,,F
2723,Intlika Aouled Amor nouveau,2020-11-27,,,F
2724,Intlika Aouled Amor Ancien,2020-11-27,,,F
2725,Mghadhia,2020-11-27,"Réhab,SAEP",2021,P
2726,Mghadhia Chouket,2020-11-27,,,P
2727,Ethet Chlaya,2020-11-27,"Réhab,SAEP",2021,A
2728,Ghaib,2020-11-27,,,F
2729,Satour et swaktia - Jerwala,2020-11-27,,,A
2730,Bou said Hadhara,2020-11-27,,,F
2731,Bousaid Knitra,2020-11-27,,,F
2732,Bousaid Knitra ,2020-11-27,,,P
2733,Toleb Ras Souinia,2020-11-27,,,P
2734,Ras souina _Toleb,2020-11-27,,,P
2735,Aouled Fatnassi,2020-11-27,,,P
2736,Sidi Ghrib,2020-11-27,Dettes SONEDE,,A
2737,Tarfaoui,2020-11-27,,,F
2738,Gragour,2020-11-27,dettes SONEDE + panne technique (bouchage),,A
2739,Gargour,2020-11-27,,,A
2740,Sawa3ed,2020-11-27,dettes SONEDE,,A
2741,Bouladhieb,2020-11-27,,,P
2742,Bou ladhieb,2020-11-27,,,P
2743,Frajnia ,2020-11-27,,,P
2744,Frajnia,2020-11-27,,,P
2745,Frajnia (Ben sahloun),2020-11-27,,,F
2746,Bou Ladhieb (aouled saada),2020-11-27,,,F
2747,Rbai ouled aliya,2020-11-27,"Réhab,SAEP",2021,A
2748,Oudrane Nord,2020-11-27,manque de ressources,,P
2749,Chaaleb,2020-11-27,dettes SONEDE + panne technique (casses de conduite fréquentes),,P
2750, Chaaleb,2020-11-27,,,P
2751,L'abrage,2020-11-27,,,F
2752,Ltaifa 1,2020-11-27,,,F
2753,Ltaifa 2,2020-11-27,,,F
2754,ltafia2,2020-11-27,,,F
2755,Bir Abbes,2020-11-27,,,F
2756,Sidi abd kafi,2020-11-27,,,F
2757,Sidi Abd Kafi ,2020-11-27,,,F
2758,Sidi Issa,2020-11-27,,,F
2759,Sidi issa_choucha,2020-11-27,,,F
2760,Attcha,2020-11-27,,,F
2761,Kraima,2020-11-27,,,F
2762,Attacha,2020-11-27,,,F
2763,Raghayia,2020-11-27,,,F
2764,Msadga,2020-11-27,,,F
2765,Raghaya,2020-11-27,,,F
2766,Zelyana,2020-11-27,,,F
2767,Om choucha1,2020-11-27,,,F
2768,Om choucha 2,2020-11-27,,,F
2769,Om choucha,2020-11-27,,,F
2770,choket ,2020-11-27,,,F
2771,Jerwala_Satour,2020-11-27,,,F
2772,Jerwala_Satour(aouled Bahri),2020-11-27,,,F
2773,Jerwala,2020-11-27,,,F
2774,Melha SAEP Sbih,2020-11-27,manque de ressources + dettes,après réechelonnement des dettes,P
2775,Chfafra AEP Sbih,2020-11-27,,,P
2776,Zobra AEP Sbih,2020-11-27,,,P
2777,Zaboussa Khawala,2020-11-27,dettes SONEDE + panne technique (casses de conduite fréquentes),,P
2778,Atil,2020-11-27,dettes SONEDE + panne technique (casses de conduite fréquentes),,P
2779,Frichet,2020-11-27,dettes SONEDE + panne technique (casses de conduite fréquentes),,P
2780,Nawel -ouled gmar,2020-11-27,dettes SONEDE,après réechelonnement des dettes,A
2781,El Achaich,2020-11-27,,,F
2782,Katt Jlass,2020-11-27,Branchement illicite,en cours de résolution,P
2783,El Machta,2020-11-27,,Travaux sonede en cours de la phase finale,F
2784,Missra,2020-11-27,,,F
2785,Sidi Abid,2020-11-27,,,F
2786,El Khlij,2020-11-27,,,F
2787,Cebelet Ben Ammar,2020-11-27,,,F
2788,Jbal Ammar,2020-11-27,,,F
2789,Cité Jlass,2020-11-27,,,F
2790,Cherfech 24,2020-11-27,,,F
2791,Cité Fellahin,2020-11-27,,,F
2792,Chebbaou,2020-11-27,,,F
2793,Jbal Touba,2020-11-27,,,F
2794,Sidi Fnar,2020-11-27,,,F
2795,HERIA,2020-11-27,rabattement du forage,,A
2796,JOUF ALHIRIA,2020-11-27,,,F
2797,FONDOK DEBBICHE,2020-11-27,,,F
2798,BOUAJILA,2020-11-27,,,F
2799,CHOUCHA,2020-11-27,Casse conduites,04/11/2020,A
2800,MAGROUNA,2020-11-27,,,F
2801,RHAMNA,2020-11-27,,,F
2802,DGUEGZA,2020-11-27,,,F
2803,ROUHIA 10,2020-11-27,,,F
2804,OULED LABIADH,2020-11-27,,,F
2805,MFETHIA,2020-11-27,Branchements illicites,,P
2806,BOUMIA,2020-11-27,,,F
30,Essaafet,2020-07-07,,,F
2807,SOUALEM,2020-11-27,,,F
2808,BLAADIA,2020-11-27,,,F
2809,AOULED HAMMOUDA,2020-11-27,Endettement SONEDE Saddine,,P
2810,GARAA,2020-11-27,,,F
2811,AOULED CHIKH,2020-11-27,Manque d'eau,,P
2812,SODGA -DKHILA,2020-11-27,,,F
2813,BAYATH,2020-11-27,,,F
2814,ALKERMANIA,2020-11-27,,,F
2815,AIN ZAKKAR,2020-11-27,,,F
2816,AOULED ARFA,2020-11-27,,,F
2817,AOULED BEN AMOR,2020-11-27,,,F
2818,ALKNAZIZ,2020-11-27,,,F
2819,AIN SLIMEN,2020-11-27,,,F
2820,JOUABRIA-ATAYAT,2020-11-27,,,F
2821,AIN DISSA,2020-11-27,,,F
2822,AOULED SLEMA,2020-11-27,,,F
2823,MEDIOUNA,2020-11-27,Panne conduite d'adduction-Endettement STEG,06/11/2020,A
2824,LOUATA,2020-11-27,,,F
2825,AOULED ABDA,2020-11-27,,,F
2826,BALLOUTA-1,2020-11-27,,,F
2827,RAININE,2020-11-27,Manque d'eau,,P
2828,SIDI AMEUR,2020-11-27,,,F
2829,NMEYRIYA,2020-11-27,,,F
2830,MGUEDIL,2020-11-27,,,F
2831,FAOUAR JIBSSA,2020-11-27,,,F
2832,Ouled Haj Tahar (EN ARRET) - Bichga 1+Bichga 2,2020-11-27,,,F
2833,FTISS,2020-11-27,,,F
2834,HINCHIR ROMENE,2020-11-27,,,F
2835,AIN KSIL,2020-11-27,,,F
2836,Mesrata - Jbalia Rmil+Frachiche,2020-11-27,,,F
2837,El Klila,2020-11-27,,,F
2838,AIN BOUSLEMA,2020-11-27,,,F
2839,RHAHLA,2020-11-27,,,F
2840,OM ZID,2020-11-27,,,F
2841,BENNOURIA,2020-11-27,Branchements illicites,,P
2842,AOULED SLIT,2020-11-27,Branchements illicites,,P
2843,Bourouis agricole,2020-11-27,,,F
2844,Ain Mellita,2020-11-27,,,F
2845,ROUISSINE JBEL,2020-11-27,,,F
2846,GARIYA SUD,2020-11-27,Endettement STEG,,A
2847,THOUAWDA-FDHOUL,2020-11-27,,,F
2848,MANSOURA (HARGAN),2020-11-27,,,F
2850,GUEROUACHA,2020-11-27,,,F
2851,Ain Chrif,2020-11-27,,,F
2852,Ain Jouza,2020-11-27,,,F
2853,Ain El Khantoucha,2020-11-27,,,F
2854,Ain Deflaya,2020-11-27,,,F
2855,Ain Naga,2020-11-27,,,F
2856,Ain Faouar,2020-11-27,,,F
2857,Ain El Morra,2020-11-27,,,F
2858,Ain Maghraoua,2020-11-27,,,F
2859,Bni Abdallah,2020-11-27,,,F
2860,Ballaouta 2,2020-11-27,,,F
2849,JENOUA,2020-11-27,,,F
2861,Ain Ahmed Bou Ain,2020-11-27,,,F
2862,Ain Jouljoul,2020-11-27,,,F
2863,Zouagha,2020-11-27,,,F
2864,El Gniwat,2020-11-27,,,F
2865,Nfessa,2020-11-27,,,F
2866,Boudamous,2020-11-27,,,F
2867,Zouabine,2020-11-27,,,F
2868,Sidi Amara,2020-11-27,,,F
2869,Dyr Ouled Yahia,2020-11-27,,,F
2870,Argoub El Khalsa,2020-11-27,,,F
2871,El Knaziz,2020-11-27,,,F
2872,Ain Nchem,2020-11-27,,,F
2873,Ezghadia Sidi Ayed,2020-11-27,,,F
2874,Gmata,2020-11-27,,,F
2875,Khouchchet Chaabane,2020-11-27,,,F
2876,El Barrama,2020-11-27,,,F
2877,Ouled Taleb,2020-11-27,,,F
2878,Hammame Biadha Janoubi - El Khanga,2020-11-27,,,F
2879,Boukhil - Oued Ellouz,2020-11-27,,,F
2880,Borj Messaoudi,2020-11-27,,,F
2881,Nchem - Essghairia,2020-11-27,,,F
2882,Tricha,2020-11-27,,,F
2883,Fej Abbed,2020-11-27,,,F
2884,Bni Hazem,2020-11-27,,,F
2885,Ennsirat,2020-11-27,,,F
2886,El Fej Ouled Tlil,2020-11-27,,,F
2887,Jebnoun - Hammam Kesra,2020-11-27,,,F
2888,Ellouza Kadima,2020-11-27,,,F
2889,Bou Ibdillah,2020-11-27,Manque d'eau et banchements illicites,,P
2890,Ellouza El Jadida,2020-11-27,,,F
2891,Piquage SONEDE,2020-11-27,,,F
2892,Msahla - El Marthoum - Ouled Slama - Essmirat,2020-11-27,,,F
2893,Ain Ben Ali,2020-11-27,,,F
2894,Ain Jbour - Jama+Zouinet+Ouerfella+Eddliwat,2020-11-27,Manque d'eau ,,P
2895,Ain Khrarib,2020-11-27,,,F
2896,Aouled Ahmed,2020-11-27,,,F
2897,Atteb,2020-11-27,,,F
2898,ghoueylia,2020-11-27,entartrage des conduite manque d'eau endettement steg sonede probleme de gestion ,,A
2899,chemtou,2020-11-27,,,F
2900,Dkheiliya,2020-11-27,fonctionnement partiel,,F
2901,Taghout,2020-11-27,,,F
2902,Ghraybiya,2020-11-27,entartrage des conduite manque d'eau endettement sonede mauvaise gestion,,P
2903,Karba,2020-11-27,,,F
2904,Aouled Jemaa,2020-11-27,,,F
2905,Maaden,2020-11-27,Branchements illicites,,P
2906,Ayoun,2020-11-27,,,F
2907,ElHouch,2020-11-27,,,F
2919,Nsanis,2020-11-27,endettement steg sonede branchement illicites,,P
2921,khnebcha,2020-11-27,,,F
1,El Achaich,2020-07-07,,,F
2,El Fejja,2020-07-07,,,F
3,El Machta,2020-07-07,,,F
5,Sidi Abid,2020-07-07,,,F
6,El Marja,2020-07-07,,,F
7,El Khlij,2020-07-07,,,F
31,El Houd,2020-07-07,Baisse de débit en période de pointe au niveau du piquage Sonede+travaux de réhabilitation en cours,,P
32,Ouled Hachena,2020-07-07,,,F
33,El Itha,2020-07-07, Travaux de réhabilitation en cours,,F
34,Oued Hamouda,2020-07-07,,,F
35,El Brahmia,2020-07-07,,,F
36,Ettoualeb 1,2020-07-07,,,F
2922,Ain trarib,2020-11-27,"raccord à un système qui a un endettement steg (gda louza beja),Problèmes de gestion",,P
2923,Lethyeb,2020-11-27,,,F
2924,Aouled Hajj,2020-11-27,,,F
2925,Dzira sidi abid,2020-11-27,,,F
2926,Hnencha abedda,2020-11-27,,,F
2927,Mjez chraf,2020-11-27,,,F
2928,Bouchagra,2020-11-27,,,F
2929,Douar Gattouss,2020-11-27,,,F
2930,mhamid ,2020-11-27,,,F
2931,gray3iya,2020-11-27,,,F
2932,Tlaibia,2020-11-27,manque d eau,,P
2933,Zerzeya,2020-11-27,,,F
2934,Ghzela boulaaba,2020-11-27,endettement steg sonede probleme de gestion ,,P
2935,Sidi Abdallah,2020-11-27,,,F
2936,houch rzig,2020-11-27,,,F
2937,Chwewla beldiya,2020-11-27,endettement steg sonede,,P
2938,Rouii,2020-11-27,endettement  sonede probleme de gestion,,P
2939,Jardouniya,2020-11-27,,,F
2940,AlIslah,2020-11-27,,,P
2941,Soualhia,2020-11-27,,,F
2942,jdewniya,2020-11-27,,,F
2943,aleyette,2020-11-27,,,F
2944,Aouled Thif Allah,2020-11-27,endettement  sonede ,,P
2945,Ain Saida,2020-11-27,,,F
2946,Athemniya,2020-11-27,,,F
2947,Hezheza,2020-11-27,,,F
2964,Ezziedine,2021-08-17,,,F
16,El Amra,2020-07-07,Probléme de gestion Réfus des abonnés de l'exploitation et demande de raccordement et expoitation de systéme par la sonede ,,A
221,Cité Jlass,2020-06-30,,,F
269,EL GRIN,2020-06-30,Endettement Steg et Branchements illicites,,P
270,ZELFEN HENDI DAWLA,2020-06-30,,,F
350,SARAKEYA OULED ABID,2020-06-30,Manque de ressources en eau,,A
351,SKHIRAT HDEYA,2020-06-30,"Manque de ressources en eau ( conflit soçial , branchements illicites )",,A
372,HENCHIR LOZA,2020-06-30,,,F
375,ESSMAELYA,2020-06-30,,,F
412,Ouled Ali,2020-06-30,Casses fréquente sur un tronçon de la conduite d'adduction  n'engendrant pas l'arrêt du système / le GDA assure la maintenance et la réparation des fuites / consultation en cours sur le PRD pour le changement du tronçon en question,,F
2954,Kef Derbi,2020-06-23,équipemnt en cours+en attente de création de GDA,sept_2020,A
530,Ksar awled dabbeb,2020-06-30,,,F
545,El Mguitla,2020-06-23,,,F
736,El Msselekh,2020-06-23,,,F
817,Satour et swaktia - Jerwala,2020-06-23,,,F
830,Bou ladhieb,2020-06-23,,,F
2955,Kef Derbi,2020-06-02,,,F
1040,El Kalboussi,2020-06-02,,,F
1146,Bouchehboun,2020-06-02,,,F
1192,BARMEJNA,2020-06-02,,,F
1202,OUED EL KRAM,2020-06-02,,,F
1204,ARAMILA,2020-06-02,,,F
1361,Thermda ,2020-06-02,,,F
1463,EchahbaniaOuest,2020-06-02,,,F
1518,Ettoualeb 1,2020-06-02,,,F
1573, Dagher,2020-06-02,,,F
2956,KEFF ENNHAL,2020-06-02,,,F
2957,Kef Lazreg,2020-06-02,,,F
1874,Zgaya - Dhraa Raiini,2020-07-28,,,F
1926, Khmamsa,2020-07-28,,,F
2078,Bir drassen Bni Khalled,2020-07-28,,,F
2958,Kef Derbi,2020-11-05,équipemnt en cours+en attente de création de GDA,,A
2228,Ouled Dellej,2020-11-05,,,F
2266,Henchir Mansour Lengaa,2020-11-05,,,F
2273,El Meleh,2020-11-05,,,F
2315,Chikh El Wediane,2020-11-05,,,F
2959,KEFF ENNHAL,2020-11-05,,,F
2960,Kef Derbi,2020-11-27,équipemnt en cours+en attente de création de GDA,,A
2517,El Knaziz,2020-11-05,,,F
2523,Ouled Taleb,2020-11-05,,,F
2613,Sidi Mahmoud,2020-11-27,,,F
2656,Oued Zitoun,2020-11-27,,,F
2661,Louatia,2020-11-27,,,F
2662,Kbar Erroum,2020-11-27,,,F
2663,Hidous,2020-11-27,,,F
2706,Mazraet Ben Slama,2020-11-27,,,F
2961,KEFF ENNHAL,2020-11-27,,,F
2962,Cherfech 24,2021-02-09,,,F
2908,Jlail,2020-11-27,endettement steg,,P
2909,Doura,2020-11-27,,,F
2910,Sraya,2020-11-27,"endettement steg ,absence du conseils d’administration ",,A
2911,Bouchehboun,2020-11-27,,,F
2912,Slatniya Gwariss,2020-11-27,,,F
2913,belda,2020-11-27,,,F
2914,Toghzaz,2020-11-27,,,F
2915,Sidi Rouin,2020-11-27,,,F
2916,Fejja,2020-11-27,,,F
2917,Mleykia rayhan,2020-11-27,"la vandalisme, ancien réseau",,A
2918,Mhelhliya,2020-11-27,,,F
2920,Aguiba,2020-11-27,,,F
2948,Saiidia Rwezeg,2020-11-27,,,F
2949,Jehfa,2020-11-27,endettement steg ,,A
2950,haj hssin,2020-11-27,"ancien reseau, demande de l'aprovisionnement de l'eau potable a partir de la sonede ",,A
2951,Oued Ghzela,2020-11-27,,,F
2952,Maalim,2020-11-27,la vandalisme ,,A
2953,jwewda batta7,2020-11-27,la vandalisme ,,A
2963,Sfaya,2020-08-01,,,F
